Month,Day,Year,Survey,Transect,Scat_#,Latitude,Longitude,Habitat_type,Freshness,Diameter_1,Diameter_2,Length,Spp_ID_(field),Lab_ID,Spp_ID_(fragment analysis),Individual_ID
4,13,2009,4,D,7,3800139,341629,S,2,2.3,1.9,7.2,coyote,318,coyote,47
4,13,2009,4,D,8,3800273,341372,S,2,1.57,1.74,4.8,coyote,319,unk,.
4,13,2009,4,D,9,3800622,340800,S,2,1.38,1.43,3.5,MC,320,unk,.
4,13,2009,4,D,10,3800677,340675,S,2,.,.,.,unk,321,MC,.
4,13,2009,4,C,1,3799301,343201,S,2,.,.,.,unk,322,coyote,.
4,13,2009,4,C,2,3799298,343200,S,2,.,.,.,unk,323,coyote,.
4,13,2009,4,C,3,3799227,343327,S,2,.,.,.,unk,324,MC,15
4,13,2009,4,C,4,3799229,343322,S,2,1.76,2.01,6.8,coyote,325,coyote,15
4,13,2009,4,C,5,3798977,343458,S,2,1.71,1.57,7.3,coyote,326,coyote,11
4,13,2009,4,C,6,3798824,343542,S,2,1.71,1.78,7.6,MC,327,coyote,11
4,13,2009,4,C,7,3798698,343623,S,2,1.96,1.84,4.9,coyote,328,coyote,11
4,13,2009,4,C,8,3798641,343649,S,2,1.98,1.72,10,coyote,329,coyote,11
4,13,2009,4,C,9,3798628,343657,S,2,1.75,1.84,5.7,MC,330,coyote,11
4,13,2009,4,C,10,3798487,343748,S,2,2.26,2.49,6.1,MC,331,coyote,15
4,13,2009,4,C,11,3798403,343795,S,2,1.47,1.53,7.2,coyote,332,coyote,11
4,14,2009,4,C,12,3798294,343858,S,2,.,.,.,unk,333,coyote,15
4,14,2009,4,C,13,3798287,343861,S,2,.,.,.,unk,334,coyote,11
4,14,2009,4,C,14,3798251,343884,S,2,.,.,.,unk,335,coyote,11
4,14,2009,4,C,15,3798246,343888,S,2,1.92,2.06,4.5,coyote,336,coyote,.
4,14,2009,4,E,1,3796421,344801,G,2,1.59,1.51,4.5,MC,337,coyote,.
4,14,2009,4,E,2,3796399,344801,G,2,.,.,.,unk,338,coyote,16
4,14,2009,4,E,3,3796398,344805,G,2,.,.,.,unk,339,coyote,21
4,14,2009,4,E,4,3796390,344801,G,2,.,.,.,unk,340,coyote,23
4,14,2009,4,E,5,3796388,344801,G,2,2.28,2.26,6.8,MC,341,coyote,16
4,14,2009,4,E,6,3796388,344801,G,2,.,.,.,unk,342,coyote,22
4,14,2009,4,E,7,3796387,344802,G,2,1.63,1.47,4.7,MC,343,coyote,17
4,14,2009,4,E,8,3796386,344804,G,2,1.87,1.84,9,coyote,344,coyote,16
4,14,2009,4,E,9,3796055,344906,G,2,.,.,.,unk,345,coyote,16
4,14,2009,4,E,10,3795737,345021,G,2,1.7,1.49,12.1,coyote,346,coyote,16
4,14,2009,4,E,11,3795701,345034,G,2,.,.,.,unk,347,coyote,16
4,14,2009,4,F,1,3795585,346846,G,2,2.14,2.1,4.5,coyote,348,coyote,.
4,14,2009,4,F,2,3795920,347003,G,2,2.2,2.18,6.1,MC,349,coyote,.
4,14,2009,4,F,3,3796402,347222,G,2,.,.,.,unk,350,MC,.
4,14,2009,4,G,1,3798098,348265,G,2,1.8,1.73,8.8,coyote,351,MC,24
4,14,2009,4,G,2,3798633,348684,G,2,1.45,1.36,4,MC,352,coyote,48
4,14,2009,4,G,3,3798866,348857,G,2,.,.,.,unk,353,coyote,.
4,14,2009,4,G,4,3799051,349000,G,2,.,.,.,unk,354,MC,.
4,14,2009,4,H,1,3800519,350140,G,2,2.25,2.55,12.3,coyote,355,coyote,25
4,14,2009,4,H,2,3800703,350269,G,1,1.55,1.41,4.2,coyote,356,coyote,.
4,14,2009,4,H,3,3800702,350269,G,2,.,.,.,unk,357,coyote,12
4,15,2009,4,H,4,3801077,350554,G,1,1.71,1.65,5.7,coyote,358,coyote,12
4,15,2009,4,K,1,3796488,341924,S,2,2.27,1.99,7.8,coyote,359,coyote,.
4,15,2009,4,K,2,3796449,341904,S,2,.,.,.,unk,360,coyote,30
4,15,2009,4,K,3,3796447,341911,S,2,.,.,.,unk,361,coyote,30
4,15,2009,4,K,4,3796187,341859,S,2,2.5,2.34,7,MC,362,unk,.
4,15,2009,4,L,1,3793829,340283,S,2,.,.,.,unk,363,coyote,49
4,15,2009,4,L,2,3793825,340280,S,2,.,.,.,unk,364,coyote,30
4,15,2009,4,L,3,3793820,340280,S,1,.,.,.,unk,365,coyote,.
4,15,2009,4,L,4,3793572,340265,S,2,.,.,.,unk,366,coyote,44
4,15,2009,4,M,1,3793638,338198,G,2,1.73,1.67,3.4,coyote,367,coyote,45
4,15,2009,4,M,2,3793653,338149,G,2,.,.,.,unk,368,MC,14
4,15,2009,4,M,3,3793643,338018,G,2,.,.,.,unk,369,coyote,45
4,15,2009,4,M,4,3793632,337967,G,2,.,.,.,unk,370,coyote,.
4,15,2009,4,M,5,3793649,337744,G,2,.,.,.,unk,371,coyote,31
4,15,2009,4,M,6,3793650,337597,G,3,.,.,.,unk,372,coyote,50
4,15,2009,4,M,7,3793573,336682,G,2,.,.,.,unk,373,unk,.
4,16,2009,4,N,1,3792056,335886,G,2,.,.,.,unk,374,coyote,32
4,16,2009,4,N,2,3792006,335865,G,2,1.98,1.9,8.2,coyote,375,coyote,.
4,16,2009,4,N,3,3791629,335708,G,2,.,.,.,unk,376,coyote,32
4,16,2009,4,O,1,3788918,334648,S,2,.,.,.,unk,377,coyote,.
